FID,Latitude,Longitude,NAME,SUBSET,FEAT_TYPE,WATER,STATUS,Timemin
395,47.9412513,-122.427971, , , , , ,150.0
396,47.9412513,-122.417971, , , , , ,148.0
397,47.9412513,-122.40797099999999, , , , , ,150.0
398,47.9412513,-122.397971, , , , , ,148.0
399,47.9412513,-122.387971, , , , , ,149.0
400,47.9412513,-122.377971, , , , , ,150.0
401,47.9412513,-122.367971, , , , , ,151.0
402,47.9412513,-122.35797099999999, , , , , ,151.0
403,47.9412513,-122.307971, , , , , ,28.0
404,47.9412513,-122.29797099999999, , , , , ,30.0
405,47.9412513,-122.287971, , , , , ,31.0
406,47.9412513,-122.277971, , , , , ,30.0
407,47.9412513,-122.267971, , , , , ,30.0
408,47.9412513,-122.257971, , , , , ,31.0
409,47.9412513,-122.24797099999999, , , , , ,32.0
410,47.9412513,-122.237971, , , , , ,31.0
411,47.9412513,-122.227971, , , , , ,30.0
412,47.9412513,-122.21797099999999, , , , , ,28.0
413,47.9412513,-122.207971, , , , , ,28.0
414,47.9412513,-122.197971, , , , , ,28.0
415,47.9412513,-122.18797099999999, , , , , ,32.0
416,47.9412513,-122.177971, , , , , ,33.0
417,47.9412513,-122.167971, , , , , ,44.0
418,47.9412513,-122.15797099999999, , , , , ,41.0
419,47.9412513,-122.147971, , , , , ,40.0
420,47.9412513,-122.137971, , , , , ,39.0
421,47.9412513,-122.127971, , , , , ,39.0
422,47.9412513,-122.117971, , , , , ,37.0
423,47.9412513,-122.10797099999999, , , , , ,36.0
424,47.9412513,-122.097971, , , , , ,37.0
425,47.9412513,-122.087971, , , , , ,38.0
426,47.9412513,-122.07797099999999, , , , , ,40.0
427,47.9412513,-122.067971, , , , , ,44.0
428,47.9412513,-122.057971, , , , , ,44.0
429,47.9412513,-122.04797099999999, , , , , ,47.0
430,47.9412513,-122.037971, , , , , ,47.0
431,47.9412513,-122.027971, , , , , ,47.0
432,47.9412513,-122.017971, , , , , ,48.0
433,47.9412513,-122.007971, , , , , ,49.0
434,47.9412513,-121.99797099999999, , , , , ,52.0
435,47.9412513,-121.987971, , , , , ,54.0
436,47.9412513,-121.96797099999999, , , , , ,54.0
437,47.9412513,-121.957971, , , , , ,54.0
438,47.9412513,-121.947971, , , , , ,57.0
439,47.9312513,-122.68797099999999, , , , , ,86.0
440,47.9312513,-122.617971, , , , , ,78.0
441,47.9312513,-122.60797099999999, , , , , ,77.0
442,47.9312513,-122.43797099999999, , , , , ,149.0
443,47.9312513,-122.427971, , , , , ,150.0
444,47.9312513,-122.417971, , , , , ,151.0
445,47.9312513,-122.40797099999999, , , , , ,151.0
446,47.9312513,-122.397971, , , , , ,149.0
447,47.9312513,-122.387971, , , , , ,150.0
448,47.9312513,-122.377971, , , , , ,153.0
449,47.9312513,-122.307971, , , , , ,26.0
450,47.9312513,-122.29797099999999, , , , , ,29.0
451,47.9312513,-122.287971, , , , , ,27.0
452,47.9312513,-122.277971, , , , , ,29.0
453,47.9312513,-122.267971, , , , , ,29.0
454,47.9312513,-122.24797099999999, , , , , ,29.0
455,47.9312513,-122.237971, , , , , ,31.0
456,47.9312513,-122.227971, , , , , ,28.0
457,47.9312513,-122.21797099999999, , , , , ,27.0
458,47.9312513,-122.207971, , , , , ,28.0
459,47.9312513,-122.197971, , , , , ,27.0
460,47.9312513,-122.18797099999999, , , , , ,33.0
461,47.9312513,-122.177971, , , , , ,34.0
462,47.9312513,-122.167971, , , , , ,46.0
463,47.9312513,-122.15797099999999, , , , , ,49.0
464,47.9312513,-122.147971, , , , , ,43.0
465,47.9312513,-122.137971, , , , , ,43.0
466,47.9312513,-122.127971, , , , , ,41.0
467,47.9312513,-122.117971, , , , , ,39.0
468,47.9312513,-122.10797099999999, , , , , ,39.0
469,47.9312513,-122.097971, , , , , ,38.0
470,47.9312513,-122.087971, , , , , ,40.0
471,47.9312513,-122.07797099999999, , , , , ,39.0
472,47.9312513,-122.067971, , , , , ,42.0
473,47.9312513,-122.057971, , , , , ,44.0
474,47.9312513,-122.04797099999999, , , , , ,45.0
475,47.9312513,-122.037971, , , , , ,46.0
476,47.9312513,-122.027971, , , , , ,47.0
477,47.9312513,-122.007971, , , , , ,49.0
478,47.9312513,-121.99797099999999, , , , , ,49.0
479,47.9312513,-121.987971, , , , , ,50.0
480,47.9312513,-121.977971, , , , , ,53.0
481,47.9312513,-121.96797099999999, , , , , ,55.0
482,47.9312513,-121.957971, , , , , ,54.0
483,47.9312513,-121.947971, , , , , ,52.0
484,47.921251299999994,-122.667971, , , , , ,90.0
485,47.921251299999994,-122.65797099999999, , , , , ,85.0
486,47.921251299999994,-122.597971, , , , , ,75.0
487,47.921251299999994,-122.427971, , , , , ,154.0
488,47.921251299999994,-122.417971, , , , , ,154.0
489,47.921251299999994,-122.40797099999999, , , , , ,154.0
490,47.921251299999994,-122.377971, , , , , ,0.0
491,47.921251299999994,-122.307971, , , , , ,26.0
492,47.921251299999994,-122.29797099999999, , , , , ,25.0
493,47.921251299999994,-122.287971, , , , , ,0.0
494,47.921251299999994,-122.277971, , , , , ,28.0
495,47.921251299999994,-122.267971, , , , , ,27.0
496,47.921251299999994,-122.257971, , , , , ,29.0
497,47.921251299999994,-122.24797099999999, , , , , ,28.0
498,47.921251299999994,-122.237971, , , , , ,27.0
499,47.921251299999994,-122.227971, , , , , ,26.0
500,47.921251299999994,-122.21797099999999, , , , , ,28.0
